name,Pres01,Pres02,Pres03,Pres04,Pres05,Pres06,Pres07,Deg01,Deg02,Deg03,Deg04,Deg05,Deg06,Deg07
Aquiluna,0.0,0.00265,0.00741,0.00675,0.0,0.0029,0.02011,0.00249,0.0,0.00185,0.00303,0.0026,0.00112,0.00477
Aquimarina,0.0,0.00132,0.0,0.0045,0.0,0.00097,0.0,0.00249,0.0,0.0,0.00484,0.00737,0.00223,0.00715
Aquincola,0.19184,0.18545,0.129,0.32696,0.11647,0.07939,0.07239,0.20518,0.30985,0.37081,0.73209,0.22798,0.22453,0.30525
Aquipluma,0.0,0.0,0.0,0.0015,0.0014,0.00097,0.0,0.00124,0.0,0.0,0.00363,0.00824,0.00223,0.00358
Aquirhabdus,0.0,0.00132,0.0,0.00075,0.0,0.0,0.00402,0.00373,0.0,0.0,0.00061,0.00303,0.00335,0.00477
Aquirufa,0.0,0.00132,0.00148,0.00375,0.0,0.0,0.00402,0.00622,0.0,0.00185,0.00606,0.00347,0.00223,0.01073
Aquisalimonas,0.00209,0.01192,0.01335,0.0165,0.01403,0.01839,0.00402,0.01119,0.01158,0.02596,0.01029,0.0039,0.0067,0.01431
Aquisalinus,0.00834,0.0053,0.00297,0.0105,0.00702,0.00387,0.00402,0.00124,0.00579,0.01112,0.00606,0.00303,0.01005,0.00954
Aquisediminimonas,0.00417,0.01192,0.02224,0.01275,0.00281,0.00484,0.0,0.00622,0.01158,0.00927,0.01998,0.01257,0.00447,0.00715
Aquisphaera,0.05422,0.0755,0.05635,0.04649,0.05894,0.05615,0.06033,0.06093,0.05792,0.05562,0.03391,0.01214,0.07149,0.05604
Aquitalea,0.01043,0.02649,0.01186,0.03525,0.05473,0.02033,0.02011,0.00622,0.00869,0.03523,0.02301,0.02557,0.05027,0.02504
Arabiibacter,0.0,0.00132,0.01186,0.00375,0.0,0.00097,0.00402,0.00373,0.00869,0.01483,0.00303,0.00303,0.00335,0.00358
Arachidicoccus,0.01043,0.0106,0.01631,0.0195,0.01263,0.00871,0.0,0.01119,0.0029,0.00556,0.0218,0.03077,0.01229,0.01669
Arachnia,0.00626,0.0053,0.01038,0.015,0.01684,0.01065,0.00402,0.01119,0.01158,0.01112,0.01029,0.013,0.01452,0.00358
Arcanobacterium,0.00209,0.00397,0.00148,0.003,0.00281,0.0029,0.0,0.00373,0.0,0.0,0.00242,0.00347,0.00335,0.00358
Archaeoglobus,0.0,0.0,0.00148,0.0,0.0,0.00194,0.00804,0.0,0.0,0.0,0.00061,0.0,0.00112,0.0
Archangium,0.09801,0.06623,0.06821,0.04649,0.05192,0.03001,0.07239,0.08456,0.15058,0.1372,0.06964,0.03164,0.11729,0.10135
Arcobacter,0.0,0.0,0.0,0.0015,0.0,0.00097,0.0,0.0,0.0,0.00185,0.00121,0.09189,0.00447,0.00119
Arcticibacterium,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.00173,0.0,0.00119
Arenibacter,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.0,0.0029,0.0,0.0,0.00087,0.0,0.0
Arenimonas,0.02294,0.01457,0.00593,0.018,0.01123,0.01065,0.01207,0.00995,0.03765,0.01298,0.01393,0.00693,0.00782,0.00835
Aristaeella,0.0,0.00132,0.00297,0.00375,0.00421,0.00387,0.0,0.00622,0.0029,0.0,0.00484,0.0013,0.00335,0.0
Aristophania,0.0,0.0,0.0,0.0,0.0014,0.00097,0.0,0.0,0.0,0.00185,0.0,0.00043,0.00112,0.0
Aromatoleum,0.07298,0.0755,0.11566,0.13873,0.087,0.08132,0.05631,0.1256,0.18823,0.14832,0.08901,0.09405,0.13293,0.12401
Arsenicicoccus,0.01251,0.0106,0.01483,0.0195,0.01684,0.02324,0.00402,0.02114,0.04344,0.03708,0.03209,0.03901,0.03798,0.01789
Arsenophonus,0.0,0.0,0.0,0.0015,0.0014,0.00097,0.00402,0.00124,0.0,0.00185,0.00363,0.0013,0.00894,0.00715
Arthrobacter,0.24814,0.18412,0.2847,0.27221,0.23575,0.3524,0.17294,0.30591,0.47491,0.31148,0.28763,0.53962,0.50938,0.25755
Asaia,0.00417,0.0053,0.00593,0.00525,0.00421,0.00387,0.00402,0.00373,0.00579,0.00185,0.00303,0.0013,0.00223,0.00238
Ascochyta,0.00834,0.0053,0.00593,0.00825,0.0014,0.00581,0.00402,0.00746,0.01448,0.01483,0.02362,0.00867,0.00559,0.00954
Aspergillus,0.00626,0.00132,0.00445,0.00525,0.00281,0.01065,0.0,0.00373,0.01158,0.00371,0.00787,0.00563,0.00782,0.00238
Asticcacaulis,0.04796,0.02517,0.02224,0.04199,0.03227,0.0242,0.04022,0.01492,0.01158,0.01112,0.02483,0.01604,0.02346,0.03696
Atelocyanobacterium,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.00238
Athalassotoga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.00119
Atlantibacter,0.0,0.00397,0.0,0.00075,0.0014,0.0029,0.0,0.00124,0.0,0.00371,0.00182,0.00173,0.00559,0.00477
Atopobium,0.0,0.0,0.00148,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Atribacter,0.00626,0.0,0.0,0.00525,0.00421,0.0,0.0,0.00249,0.0,0.00371,0.0,0.0,0.0,0.00119
Attisvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0
Aurantiacibacter,0.02085,0.02119,0.03707,0.07574,0.03087,0.01162,0.00804,0.02114,0.02317,0.03894,0.03815,0.05591,0.01117,0.05962
Aurantibacillus,0.00417,0.00795,0.00297,0.01125,0.0014,0.0029,0.0,0.00373,0.0,0.00371,0.00303,0.0065,0.00112,0.00477
Aurantimicrobium,0.00209,0.00132,0.00148,0.0045,0.0,0.00678,0.00804,0.0,0.0,0.00185,0.00182,0.00087,0.00447,0.00715
Aurantimonas,0.03336,0.02649,0.04745,0.03225,0.03789,0.02904,0.01207,0.03979,0.01448,0.0445,0.01453,0.02124,0.0391,0.03339
Auraticoccus,0.00834,0.00795,0.02372,0.009,0.01824,0.03679,0.00402,0.02114,0.00579,0.01669,0.01332,0.013,0.01452,0.01431
Aureibaculum,0.0,0.0,0.0,0.0,0.0014,0.00097,0.0,0.0,0.0,0.0,0.0,0.00303,0.0,0.0
Aureimonas,0.15014,0.13114,0.14976,0.12448,0.1277,0.12779,0.11663,0.11192,0.11294,0.30406,0.08901,0.07888,0.13517,0.11447
Aureispira,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00173,0.00112,0.00119
Aureliella,0.00626,0.00265,0.00148,0.00225,0.00702,0.0029,0.0,0.00249,0.0029,0.00371,0.00242,0.00043,0.00559,0.00358
Auritidibacter,0.00417,0.00265,0.00148,0.0075,0.00281,0.00194,0.00402,0.0,0.0029,0.00185,0.00303,0.00217,0.00335,0.00596
Austintatiousvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Austwickia,0.0,0.0053,0.00741,0.009,0.00281,0.00484,0.0,0.00995,0.0029,0.00371,0.00363,0.00693,0.00447,0.00358
Aviadenovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Avibacterium,0.0,0.00132,0.00148,0.00375,0.0014,0.00097,0.00402,0.01244,0.0,0.00371,0.00363,0.00087,0.0067,0.00119
Azoarcus,0.20644,0.13776,0.15866,0.21972,0.15155,0.12489,0.13674,0.22508,0.35618,0.30406,0.20649,0.22061,0.21671,0.23967
Azorhizobium,0.03128,0.06756,0.02817,0.04199,0.05052,0.05228,0.03218,0.05223,0.04054,0.04264,0.0327,0.02991,0.04021,0.031
Azospira,0.14388,0.0967,0.13049,0.17173,0.08981,0.06874,0.09653,0.14674,0.28958,0.27811,0.37361,0.34934,0.15192,0.15739
Azospirillum,0.31904,0.20929,0.27135,0.24222,0.2582,0.25946,0.20109,0.27109,0.24904,0.21136,0.16773,0.13523,0.33289,0.27186
Azotobacter,0.03962,0.0159,0.043,0.0285,0.02666,0.02614,0.01207,0.03979,0.02606,0.03337,0.03149,0.02254,0.05585,0.03339
Babela,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.00124,0.0,0.00371,0.0,0.0,0.00112,0.00119
Babesia,0.0,0.0053,0.0,0.0015,0.0014,0.00097,0.0,0.00124,0.0,0.0,0.00242,0.0078,0.00335,0.00119
Bacillus,0.58804,0.05299,0.05931,0.04049,0.07016,0.04163,0.05631,0.37803,0.26352,0.06489,0.04057,0.0169,0.06144,0.05723
Backyardiganvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Bacterioplanes,0.00209,0.0,0.0,0.0,0.0014,0.00194,0.0,0.00124,0.0,0.00185,0.00484,0.0013,0.00447,0.0
Bacterioplanoides,0.0,0.0,0.0,0.00075,0.0014,0.0029,0.0,0.0,0.0,0.0,0.00242,0.0,0.00447,0.00358
Bacteriovorax,0.0,0.00132,0.0,0.0,0.0014,0.00097,0.0,0.00124,0.0,0.0,0.00061,0.00824,0.00112,0.00119
Bacteroides,0.01877,0.0159,0.01038,0.0285,0.02105,0.02324,0.02011,0.01617,0.01448,0.02039,0.0224,0.04724,0.03463,0.03816
Baekduia,0.15014,0.14703,0.26987,0.09224,0.18944,0.28753,0.19305,0.18404,0.25193,0.19097,0.0981,0.05981,0.14298,0.07989
Barnesiella,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barrientosiimonas,0.03545,0.02384,0.03707,0.01875,0.02807,0.0213,0.00804,0.02487,0.03765,0.02039,0.03573,0.03814,0.03239,0.0155
Bartonella,0.00626,0.0159,0.02076,0.01125,0.01123,0.01549,0.01609,0.01244,0.00869,0.00556,0.01635,0.0039,0.02346,0.01312
Basfia,0.0,0.0,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0,0.0,0.00061,0.00043,0.00223,0.00119
Basilea,0.00209,0.00132,0.00148,0.00075,0.0,0.00194,0.01207,0.00124,0.0,0.00185,0.00061,0.0,0.00447,0.0
Baumannia,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.00371,0.00061,0.0,0.0,0.0
Bdellovibrio,0.01251,0.00132,0.00297,0.00525,0.00702,0.00387,0.00402,0.00746,0.00869,0.00742,0.00727,0.00303,0.01005,0.00835
Beggiatoa,0.0,0.0,0.00148,0.00225,0.0,0.00097,0.0,0.0,0.0,0.00371,0.00121,0.00173,0.01452,0.00238
Beijerinckia,0.0146,0.0106,0.02669,0.02025,0.02947,0.03098,0.02815,0.02984,0.00869,0.00927,0.01272,0.0065,0.02458,0.01908
Belliella,0.0,0.00132,0.00445,0.00375,0.0,0.0,0.0,0.00124,0.0029,0.0,0.00182,0.00043,0.00223,0.0
Bergeyella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00173,0.0,0.00119
Bermanella,0.0,0.0,0.0,0.0015,0.0,0.00194,0.0,0.0,0.0,0.00371,0.0,0.00043,0.0067,0.00119
Bernardetia,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.00182,0.00173,0.00112,0.00119
Berryella,0.00417,0.00265,0.00148,0.00675,0.00281,0.0029,0.01207,0.0087,0.02317,0.00927,0.00666,0.00173,0.01005,0.00358
Bertelyvirus,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.0
Besnoitia,0.00834,0.00265,0.0,0.0015,0.00281,0.00387,0.0,0.00249,0.01448,0.0,0.00061,0.0026,0.00112,0.00119
Betabaculovirus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.00061,0.0,0.07373,0.0
Betterkatzvirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0
Beutenbergia,0.01668,0.01987,0.02521,0.0105,0.02105,0.02904,0.01207,0.00995,0.03185,0.00742,0.01877,0.0182,0.0134,0.01192
Biavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Bibersteinia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07231,0.0,0.01344,0.00223,0.00358
Bifidobacterium,0.03753,0.04769,0.06673,0.07424,0.0435,0.06486,0.04022,0.07088,0.04344,0.07416,0.04905,0.68351,0.05139,0.06439
Bigelowiella,0.0,0.00132,0.00148,0.0,0.0014,0.0,0.0,0.0,0.0,0.00371,0.00121,0.0013,0.0,0.0
Biomaibacter,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.00043,0.00223,0.0
Bipolaricaulis,0.00626,0.0,0.00297,0.0015,0.00421,0.00097,0.00402,0.00373,0.0029,0.00371,0.00121,0.0,0.00447,0.00596
Bisgaardia,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.00223,0.0
Bizionia,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Blastochloris,0.14388,0.17618,0.1898,0.11623,0.19646,0.12198,0.11663,0.15047,0.11004,0.1131,0.05813,0.05461,0.14745,0.14785
Blastococcus,0.02711,0.03709,0.04597,0.03974,0.0435,0.06293,0.0362,0.03233,0.05212,0.04821,0.03875,0.03814,0.04468,0.03219
Blastomonas,0.03962,0.02119,0.02224,0.08699,0.01403,0.02711,0.02413,0.0286,0.03475,0.02966,0.03815,0.06718,0.01787,0.05723
Blastopirellula,0.00834,0.00795,0.0089,0.00225,0.00702,0.0029,0.0,0.00622,0.0029,0.00185,0.00242,0.00173,0.00112,0.00477
Blattabacterium,0.00209,0.0053,0.00297,0.00675,0.00421,0.0029,0.0,0.0,0.0,0.00556,0.00182,0.00433,0.0,0.00238
Blautia,0.00209,0.0106,0.00297,0.00075,0.00421,0.00097,0.0,0.00497,0.00579,0.00185,0.00182,0.10012,0.0134,0.00715
Blochmannia,0.0,0.0,0.00148,0.0,0.0,0.00097,0.00402,0.0,0.0029,0.00185,0.00061,0.00087,0.00894,0.0
Blohavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Bombilactobacillus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.0,0.0,0.0,0.00238
Bordetella,0.40662,0.3444,0.36032,0.48144,0.27784,0.26914,0.22523,0.36559,0.47201,0.4561,0.37785,0.25399,0.47587,0.38156
Borrelia,0.00209,0.0,0.0,0.00075,0.0014,0.0,0.01609,0.00249,0.0,0.0,0.00061,0.00217,0.0,0.00358
Borreliella,0.0,0.0,0.0,0.0015,0.0014,0.0,0.0,0.00124,0.0,0.0,0.0,0.0026,0.0,0.00119
Bosavirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.0,0.0
Bosea,0.4379,0.51395,0.52195,0.42669,0.51359,0.47632,0.3499,0.44394,0.47201,0.32446,0.25614,0.23405,0.32842,0.44594
Botrimarina,0.03128,0.01854,0.03114,0.0105,0.01824,0.01549,0.00402,0.0087,0.02896,0.03152,0.00545,0.00347,0.02346,0.01312
Botrytis,0.0,0.00265,0.0,0.0015,0.0014,0.00194,0.00402,0.0,0.0,0.0,0.00061,0.0013,0.00335,0.00238
Boudabousia,0.0,0.0,0.0,0.00075,0.0014,0.0,0.0,0.00124,0.0,0.0,0.0,0.00043,0.0,0.0
Brachybacterium,0.07715,0.06888,0.10231,0.08549,0.07999,0.09875,0.07239,0.1057,0.12452,0.09641,0.09507,0.10749,0.10836,0.05843
Brachyspira,0.0,0.0,0.00148,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.00121,0.00173,0.00112,0.00358
Bracoviriform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Bradymonas,0.00209,0.00397,0.00148,0.0045,0.0,0.0029,0.00402,0.00746,0.01158,0.00185,0.00545,0.00087,0.00447,0.00477
Bradyrhizobium,27.05397,29.80806,28.578,16.06587,24.91896,20.90675,14.5029,24.14788,11.69316,14.8602,12.07916,2.64086,11.18968,18.41129
Brasilonema,0.00417,0.00132,0.00445,0.0015,0.0,0.0029,0.0,0.0,0.0,0.00371,0.00121,0.0,0.0,0.00119
Bremerella,0.01877,0.01457,0.02224,0.015,0.01263,0.01162,0.00402,0.01244,0.01737,0.01483,0.01332,0.00087,0.0134,0.01431
Brenneria,0.00626,0.00397,0.0089,0.0045,0.02947,0.00581,0.0,0.00497,0.02027,0.00927,0.00242,0.00173,0.01564,0.01073
Breoghania,0.1126,0.08478,0.0949,0.07949,0.09121,0.06777,0.06033,0.09948,0.07819,0.07787,0.05329,0.04248,0.09495,0.10374
Brettanomyces,0.00209,0.00132,0.0,0.006,0.00281,0.00387,0.0,0.0,0.0029,0.00185,0.00061,0.0039,0.0,0.00358
Brevefilum,0.00626,0.0,0.0,0.0015,0.01263,0.00484,0.00402,0.00497,0.02027,0.01669,0.00606,0.00043,0.01005,0.01073
Brevibacillus,0.02711,0.02782,0.02076,0.027,0.01403,0.02033,0.02011,0.01741,0.02317,0.0241,0.01332,0.00563,0.01899,0.03577
Brevibacterium,0.04796,0.06623,0.13197,0.08549,0.07578,0.11037,0.03218,0.07088,0.07819,0.08158,0.0769,0.09535,0.08266,0.08108
Brevirhabdus,0.00209,0.02119,0.01335,0.0135,0.00421,0.01839,0.01207,0.01244,0.02317,0.01483,0.01453,0.03251,0.00559,0.02265
Brevundimonas,0.21061,0.22254,0.21649,0.25722,0.18804,0.19943,0.17696,0.1828,0.17085,0.17799,0.16289,0.12829,0.19214,0.19793
Breznakiella,0.0,0.00132,0.00148,0.0,0.0,0.0,0.00402,0.0,0.0,0.00185,0.00061,0.00043,0.0,0.0
Bridgettevirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.0,0.0
Brochothrix,0.00209,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0,0.0,0.00061,0.00043,0.0,0.0
Brooklawnia,0.01043,0.0,0.00741,0.01275,0.00982,0.00968,0.00804,0.00995,0.03475,0.01669,0.00787,0.40785,0.00223,0.00477
Brucella,0.26274,0.11259,0.29211,0.12373,0.16839,0.1123,0.11261,0.19648,0.08687,0.16686,0.10839,0.07195,0.19214,0.18482
Brucepastera,0.00209,0.00132,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0013,0.0,0.0
Buchnera,0.0,0.00132,0.00297,0.00375,0.0,0.00678,0.00402,0.00249,0.0029,0.00742,0.00484,0.0026,0.01117,0.00477
Bulleidia,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.00185,0.0,0.00087,0.0,0.0
Burkholderia,1.09684,1.5008,1.09875,1.39781,0.80968,0.7503,0.69579,1.11668,1.24229,1.20328,1.0179,1.71897,1.01988,1.08267
Burzaovirus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Buttiauxella,0.0,0.00795,0.0,0.0075,0.0014,0.0029,0.00402,0.0,0.00579,0.0,0.00242,0.00173,0.00559,0.00119
Butyricimonas,0.0,0.00132,0.0,0.00075,0.00421,0.00097,0.0,0.0,0.0,0.0,0.00303,0.0026,0.00112,0.0
Butyrivibrio,0.0,0.0,0.0,0.0,0.0,0.00097,0.00402,0.0,0.0,0.0,0.00303,0.00217,0.00223,0.00119
Bythopirellula,0.00626,0.00265,0.00741,0.0045,0.0014,0.0029,0.0,0.00373,0.01158,0.00556,0.00363,0.00043,0.00447,0.00477
Caballeronia,0.21269,0.14836,0.19128,0.15298,0.15015,0.15006,0.12468,0.22508,0.22877,0.16872,0.12656,0.06718,0.17203,0.22178
Caenibius,0.0146,0.01987,0.02521,0.10799,0.02666,0.01646,0.00804,0.02114,0.04054,0.01854,0.03512,0.07628,0.01676,0.05127
Caldalkalibacillus,0.0,0.0,0.00148,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.00119
Caldanaerobacter,0.0,0.0,0.00148,0.0015,0.0,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00112,0.00119
Caldibacillus,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caldicellulosiruptor,0.0,0.0,0.0,0.00075,0.0,0.00194,0.0,0.00249,0.0,0.00185,0.0,0.00303,0.0,0.00358
Caldichromatium,0.00209,0.00397,0.00148,0.006,0.00421,0.00484,0.01207,0.00497,0.00579,0.00742,0.00182,0.0026,0.00223,0.00477
Caldilinea,0.00834,0.01192,0.01186,0.00525,0.00561,0.00581,0.00402,0.00746,0.02027,0.01669,0.00303,0.0143,0.00559,0.01908
Caldimicrobium,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caldimonas,0.48169,0.30069,0.34698,0.37645,0.20768,0.15781,0.04022,0.33326,0.52703,0.62852,0.93252,0.25702,0.34629,0.4686
Caldinitratiruptor,0.0146,0.00927,0.01779,0.00525,0.01263,0.00387,0.01609,0.01368,0.02027,0.00927,0.00545,0.00303,0.01676,0.01312
Caldisericum,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0029,0.0,0.00061,0.0,0.0,0.00119
Calditerrivibrio,0.0,0.0,0.00148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00119
Caldithrix,0.0,0.00132,0.00297,0.00225,0.0014,0.0029,0.0,0.00124,0.0029,0.00371,0.00061,0.00087,0.00559,0.00238
Caloramator,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.0,0.0,0.0,0.00061,0.00087,0.0,0.0
Caloranaerobacter,0.00209,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.0
Calothrix,0.0,0.00397,0.00148,0.00225,0.0,0.00097,0.0,0.00746,0.0,0.0,0.00061,0.0,0.00559,0.00477
Calycomorphotria,0.00417,0.00265,0.00593,0.0015,0.00561,0.0029,0.0,0.00249,0.0029,0.00185,0.00182,0.0013,0.00447,0.00477
Caminibacter,0.00209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.0,0.00112,0.00238
Caminicella,0.00417,0.0,0.0,0.0,0.0,0.00097,0.00402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Campylobacter,0.00417,0.00265,0.00297,0.0045,0.00982,0.00968,0.00402,0.00746,0.0,0.00556,0.00363,0.00737,0.02122,0.00715
Candida,0.0,0.00265,0.00593,0.00075,0.0014,0.0029,0.0,0.0,0.0,0.0,0.00061,0.0013,0.00112,0.00358
Candida/Metschnikowiaceae,0.0,0.00132,0.00297,0.0,0.00281,0.0,0.0,0.00124,0.0,0.0,0.0,0.00087,0.0,0.00119
Candidatus Absconditicoccus,0.0,0.0,0.00148,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Arcticimaribacter,0.00209,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217,0.0,0.0
Candidatus Arthromitus,0.0,0.00132,0.00148,0.00075,0.0,0.0,0.0,0.00249,0.0029,0.00185,0.00061,0.00087,0.0,0.00238
Candidatus Azoamicus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00579,0.0,0.0,0.0,0.0,0.0
Candidatus Azobacteroides,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0,0.0
Candidatus Bandiella,0.0,0.0,0.0,0.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Carsonella,0.0,0.0,0.0,0.0,0.0,0.00097,0.0,0.00124,0.0,0.0,0.00061,0.0,0.0,0.0
Candidatus Chromulinivorax,0.0,0.00132,0.0,0.00075,0.0,0.0,0.0,0.0,0.0029,0.0,0.00061,0.0,0.0,0.00119
Candidatus Comchoanobacter,0.0,0.0,0.0,0.0,0.0014,0.00097,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Candidatus Epulonipiscium,0.0,0.0,0.0,0.0,0.00281,0.00097,0.0,0.0,0.0,0.0,0.0,0.0,0.00112,0.00119
Candidatus Fervidibacter,0.0,0.00132,0.0,0.00075,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Formimonas,0.0,0.00132,0.00297,0.00075,0.0014,0.00484,0.0,0.00124,0.0,0.0,0.00061,0.0,0.00223,0.00238
Candidatus Fukatsuia,0.0,0.0,0.0,0.00075,0.0,0.00097,0.0,0.0,0.0,0.0,0.00121,0.0,0.00112,0.00119
Candidatus Gromoviella,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Hydrogenosomobacter,0.0,0.0,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Karelsulcia,0.0,0.00265,0.0,0.0,0.0014,0.00097,0.00402,0.0,0.0,0.00185,0.00061,0.00043,0.0,0.0
Candidatus Kinetoplastibacterium,0.0,0.0,0.0,0.0015,0.0014,0.00097,0.0,0.00124,0.0,0.0,0.00182,0.00043,0.00782,0.00119
Candidatus Methanoliparum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043,0.0,0.0
Candidatus Minimicrobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00249,0.0,0.0,0.0,0.0,0.0,0.0
Candidatus Mycosynbacter,0.0,0.00132,0.0,0.00075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217,0.0,0.0
Candidatus Nitrosacidococcus,0.0,0.00132,0.0,0.00075,0.0014,0.00194,0.0,0.00124,0.0,0.00185,0.00121,0.0013,0.00559,0.00238
Candidatus Nitrosocaldus,0.00417,0.00265,0.0,0.00075,0.00281,0.0,0.00804,0.0,0.0029,0.0,0.0,0.0,0.00112,0.0
Candidatus Nitrosoglobus,0.0,0.0,0.00148,0.0,0.0,0.0,0.00402,0.0,0.0,0.0,0.0,0.00217,0.00223,0.0
Candidatus Nitrosopelagicus,0.00209,0.0106,0.0,0.00525,0.00281,0.00194,0.00402,0.0,0.0,0.00185,0.00061,0.0,0.00447,0.00477
Candidatus Pelagisphaera,0.0,0.00132,0.0,0.0,0.0014,0.00097,0.0,0.00373,0.0,0.0,0.00061,0.00043,0.0,0.0
Candidatus Prometheoarchaeum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.00112,0.0
Candidatus Promineifilum,0.02294,0.01192,0.01928,0.012,0.01403,0.00484,0.00402,0.0087,0.02317,0.01298,0.00848,0.00303,0.02346,0.01789
Candidatus Pseudothioglobus,0.0,0.0,0.0,0.0,0.0,0.0,0.00402,0.0,0.0029,0.0,0.0,0.00087,0.00112,0.0
Candidatus Ruthturnera,0.0,0.00132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00061,0.00043,0.00112,0.00238
Candidatus Sulfidibacterium,0.0,0.00132,0.0,0.0015,0.0014,0.0,0.0,0.00124,0.0,0.0,0.0,0.0,0.00112,0.0
